"","origin_state","year","mean_distance","total_population","sum_dest_state_status","count_counties","pct_counties_dest_state_different"
"562","SC",2010,42.9296081731884,11143416,216,552,39.1304347826087
"563","SC",2011,42.9243220173913,11141640,216,552,39.1304347826087
"564","SC",2012,42.9243220173913,11178288,216,552,39.1304347826087
"565","SC",2013,42.9243220173913,11236188,216,552,39.1304347826087
"566","SC",2014,42.9243220173913,11322768,216,552,39.1304347826087
"567","SC",2015,42.9243220173913,11429076,216,552,39.1304347826087
"568","SC",2016,43.6914228869565,11513856,206,552,37.3188405797101
"569","SC",2017,43.8436948815217,11608824,204,552,36.9565217391304
"570","SC",2018,43.8448430608696,11710920,204,552,36.9565217391304
"571","SC",2019,43.8422765391304,11834856,209,552,37.8623188405797
"572","SC",2020,43.8386834086957,11955480,216,552,39.1304347826087
"573","SC",2021,43.8386834086957,11955480,216,552,39.1304347826087
"574","SC",2022,44.7927898652174,11955480,210,552,38.0434782608696
"575","SD",2009,173.168750510606,1822260,264,792,33.3333333333333
"576","SD",2010,173.168750510606,1831440,264,792,33.3333333333333
"577","SD",2011,173.168750510606,1841088,264,792,33.3333333333333
"578","SD",2012,173.168750510606,1861176,264,792,33.3333333333333
"579","SD",2013,173.168750510606,1876104,264,792,33.3333333333333
"580","SD",2014,173.168750510606,1884756,264,792,33.3333333333333
"581","SD",2015,173.107855965152,1885224,264,792,33.3333333333333
"582","SD",2016,173.107855965152,1902504,264,792,33.3333333333333
"583","SD",2017,173.656625563636,1927248,240,792,30.3030303030303
"584","SD",2018,174.205395162121,1937508,216,792,27.2727272727273
"585","SD",2019,174.205395162121,1958568,216,792,27.2727272727273
"586","SD",2020,173.656625563636,1971096,240,792,30.3030303030303
"587","SD",2021,173.107855965152,1971096,264,792,33.3333333333333
"588","SD",2022,196.027001222475,1971096,528,792,66.6666666666667
"589","TN",2009,61.9887066784211,15299400,114,1140,10
"590","TN",2010,62.7674004031579,15291900,130,1140,11.4035087719298
"591","TN",2011,62.7288579821053,15328584,132,1140,11.5789473684211
"592","TN",2012,62.7801985119298,15412956,132,1140,11.5789473684211
"593","TN",2013,62.9001340031579,15462312,132,1140,11.5789473684211
"594","TN",2014,63.5605421347368,15521028,102,1140,8.94736842105263
"595","TN",2015,62.7520863294737,15575544,128,1140,11.2280701754386
"596","TN",2016,63.03203114,15634332,120,1140,10.5263157894737
"597","TN",2017,62.3490677891228,15753396,120,1140,10.5263157894737
"598","TN",2018,62.2494630329825,15903108,124,1140,10.8771929824561
"599","TN",2019,64.2130162949123,16018896,168,1140,14.7368421052632
"600","TN",2020,60.8061411163158,16145208,120,1140,10.5263157894737
"601","TN",2021,61.3087661347368,16145208,120,1140,10.5263157894737
"602","TN",2022,104.736999126491,16145208,458,1140,40.1754385964912
"603","TX",2009,73.5509983563517,63361308,231,3048,7.57874015748032
"604","TX",2010,73.5485874639633,64121064,240,3048,7.8740157480315
"605","TX",2011,73.4361449524803,64991196,240,3048,7.8740157480315
"606","TX",2012,73.6210093934711,65991828,242,3048,7.93963254593176
"607","TX",2013,89.4628140000853,66874656,334,3048,10.9580052493438
"608","TX",2014,133.103997958852,68013912,657,3048,21.5551181102362
"609","TX",2015,134.306167815036,69135360,660,3048,21.6535433070866
"610","TX",2016,134.105853808438,70046736,660,3048,21.6535433070866
"611","TX",2017,133.162290416706,70827156,660,3048,21.6535433070866
"612","TX",2018,131.684957714836,71584800,660,3048,21.6535433070866
"613","TX",2019,131.999492335407,72485856,660,3048,21.6535433070866
"614","TX",2020,132.333138690066,73385088,795,3048,26.0826771653543
"615","TX",2021,132.348853881667,73385088,830,3048,27.2309711286089
"616","TX",2022,281.001820496608,73385088,1833,3048,60.1377952755906
"617","UT",2009,118.818663493103,7152384,84,348,24.1379310344828
"618","UT",2010,118.751369694253,7250244,80,348,22.9885057471264
"619","UT",2011,118.870344567816,7340916,72,348,20.6896551724138
"620","UT",2012,119.198257441379,7439616,72,348,20.6896551724138
"621","UT",2013,119.198257441379,7556400,72,348,20.6896551724138
"622","UT",2014,119.782558682759,7653816,72,348,20.6896551724138
"623","UT",2015,119.708679717241,7767888,72,348,20.6896551724138
"624","UT",2016,119.708679717241,7937628,72,348,20.6896551724138
"625","UT",2017,119.708679717241,8114376,72,348,20.6896551724138
"626","UT",2018,119.708679717241,8277876,72,348,20.6896551724138
"627","UT",2019,119.708679717241,8432256,72,348,20.6896551724138
"628","UT",2020,118.089879355172,8560068,72,348,20.6896551724138
"629","UT",2021,116.471078993103,8560068,72,348,20.6896551724138
"630","UT",2022,114.933526454454,8560068,72,348,20.6896551724138
"631","VA",2009,38.3304242632331,19786680,300,1596,18.796992481203
"632","VA",2010,38.3528695647368,19854096,297,1596,18.609022556391
"633","VA",2011,38.1771581933083,19926840,312,1596,19.5488721804511
"634","VA",2012,38.1771581933083,20040648,312,1596,19.5488721804511
"635","VA",2013,38.2671686813283,20106204,302,1596,18.922305764411
"636","VA",2014,38.3645460913534,20145420,300,1596,18.796992481203
"637","VA",2015,39.3406567309774,20131308,310,1596,19.4235588972431
"638","VA",2016,40.794829944386,20123412,324,1596,20.3007518796992
"639","VA",2017,40.8732690862406,20172984,324,1596,20.3007518796992
"640","VA",2018,40.7968411958897,20219940,324,1596,20.3007518796992
"641","VA",2019,40.698749798584,20315616,324,1596,20.3007518796992
"642","VA",2020,40.4408562306015,20373216,334,1596,20.9273182957393
"643","VA",2021,40.2287214467669,20373216,330,1596,20.6766917293233
"644","VA",2022,40.0827962163158,20373216,272,1596,17.0426065162907
"645","VT",2009,30.5123880785714,1431180,48,168,28.5714285714286
"646","VT",2010,30.5123880785714,1418472,48,168,28.5714285714286
"647","VT",2011,30.1906656690476,1411032,48,168,28.5714285714286
"648","VT",2012,30.33192395,1400472,48,168,28.5714285714286
"649","VT",2013,30.33192395,1396032,48,168,28.5714285714286
"650","VT",2014,28.3109141642857,1387308,36,168,21.4285714285714
"651","VT",2015,28.3400298785714,1383936,24,168,14.2857142857143
"652","VT",2016,28.3374630238095,1373148,24,168,14.2857142857143
"653","VT",2017,28.3071526946429,1374672,24,168,14.2857142857143
"654","VT",2018,28.2547245285714,1377276,24,168,14.2857142857143
"655","VT",2019,28.2680396190476,1377996,24,168,14.2857142857143
"656","VT",2020,28.2746971642857,1378488,24,168,14.2857142857143
"657","VT",2021,28.2746971642857,1378488,24,168,14.2857142857143
"658","VT",2022,29.2391762392857,1378488,30,168,17.8571428571429
"659","WA",2009,41.1255161923077,16227624,24,468,5.12820512820513
"660","WA",2010,41.1255161923077,16296072,24,468,5.12820512820513
"661","WA",2011,41.572135932906,16448376,24,468,5.12820512820513
"662","WA",2012,43.0699445662393,16559772,24,468,5.12820512820513
"663","WA",2013,43.2658052666667,16654980,24,468,5.12820512820513
"664","WA",2014,43.4643533264957,16820604,10,468,2.13675213675214
"665","WA",2015,43.6061733692308,17036328,0,468,0
"666","WA",2016,39.835872083547,17331636,0,468,0
"667","WA",2017,38.9044857700855,17674392,0,468,0
"668","WA",2018,38.8970080435897,17969304,0,468,0
"669","WA",2019,32.3359269931624,18232212,0,468,0
"670","WA",2020,31.1750847589744,18460956,12,468,2.56410256410256
"671","WA",2021,28.894360407265,18460956,24,468,5.12820512820513
"672","WA",2022,37.5128424094017,18460956,24,468,5.12820512820513
"673","WI",2009,69.9597935388889,13247208,252,864,29.1666666666667
"674","WI",2010,69.7700056326389,13155324,255,864,29.5138888888889
"675","WI",2011,67.6823386638889,13101012,288,864,33.3333333333333
"676","WI",2012,66.2103300944444,13061532,333,864,38.5416666666667
"677","WI",2013,67.7137524023148,13056036,329,864,38.0787037037037
"678","WI",2014,69.6773900916667,13049676,336,864,38.8888888888889
"679","WI",2015,71.9826226553241,13017264,358,864,41.4351851851852
"680","WI",2016,87.3818301900463,12990780,379,864,43.8657407407407
"681","WI",2017,89.70993108125,13012836,324,864,37.5
"682","WI",2018,84.5158929186343,13049544,319,864,36.9212962962963
"683","WI",2019,79.3655419111111,13098648,336,864,38.8888888888889
"684","WI",2020,79.1904654550926,13118904,343,864,39.6990740740741
"685","WI",2021,79.0591453277778,13118904,348,864,40.2777777777778
"686","WI",2022,99.5705344486111,13118904,606,864,70.1388888888889
"687","WV",2009,76.0123720010909,4121652,324,660,49.0909090909091
"688","WV",2010,76.0625223010909,4102548,324,660,49.0909090909091
"689","WV",2011,76.0123720010909,4096092,324,660,49.0909090909091
"690","WV",2012,76.121048872303,4081872,324,660,49.0909090909091
"691","WV",2013,76.1992916374546,4059504,324,660,49.0909090909091
"692","WV",2014,76.1993368192727,4036848,324,660,49.0909090909091
"693","WV",2015,77.0627067010909,3992472,318,660,48.1818181818182
"694","WV",2016,78.1379471829091,3935232,312,660,47.2727272727273
"695","WV",2017,78.9775137329091,3872820,312,660,47.2727272727273
"696","WV",2018,79.0447197283636,3826704,312,660,47.2727272727273
"697","WV",2019,78.9432479404849,3792120,312,660,47.2727272727273
"698","WV",2020,78.8011874374545,3761220,312,660,47.2727272727273
"699","WV",2021,78.8011874374545,3761220,312,660,47.2727272727273
"700","WV",2022,91.456782428,3761220,428,660,64.8484848484848
"701","WY",2009,149.843285413043,1276872,228,276,82.6086956521739
"702","WY",2010,149.843285413043,1280508,228,276,82.6086956521739
"703","WY",2011,149.843285413043,1282848,228,276,82.6086956521739
"704","WY",2012,149.843285413043,1305900,228,276,82.6086956521739
"705","WY",2013,149.843285413043,1323564,228,276,82.6086956521739
"706","WY",2014,149.963453021739,1321440,228,276,82.6086956521739
"707","WY",2015,148.527869978261,1324380,228,276,82.6086956521739
"708","WY",2016,148.527869978261,1316268,228,276,82.6086956521739
"709","WY",2017,148.527869978261,1298400,228,276,82.6086956521739
"710","WY",2018,148.527869978261,1295388,228,276,82.6086956521739
"711","WY",2019,148.527869978261,1296264,228,276,82.6086956521739
"712","WY",2020,148.527869978261,1303044,228,276,82.6086956521739
"713","WY",2021,148.527869978261,1303044,228,276,82.6086956521739
"714","WY",2022,148.893222978261,1303044,228,276,82.6086956521739
