"","origin_state","dest_state","origin_state_id","dest_state_id"
"3821","DE","DE",9,9
"3822","DE","DE",9,9
"3823","DE","DE",9,9
"3824","DE","DE",9,9
"3825","DE","DE",9,9
"3826","DE","DE",9,9
"3827","DE","DE",9,9
"3828","DE","DE",9,9
"3829","DC","DC",8,8
"3830","DC","DC",8,8
"3831","DC","DC",8,8
"3832","DC","DC",8,8
"3833","DC","DC",8,8
"3834","DC","DC",8,8
"3835","DC","DC",8,8
"3836","DC","DC",8,8
"3837","DC","DC",8,8
"3838","DC","DC",8,8
"3839","DC","DC",8,8
"3840","DC","DC",8,8
"3841","FL","FL",10,10
"3842","FL","FL",10,10
"3843","FL","FL",10,10
"3844","FL","FL",10,10
"3845","FL","FL",10,10
"3846","FL","FL",10,10
"3847","FL","FL",10,10
"3848","FL","FL",10,10
"3849","FL","FL",10,10
"3850","FL","FL",10,10
"3851","FL","FL",10,10
"3852","FL","FL",10,10
"3853","FL","FL",10,10
"3854","FL","FL",10,10
"3855","FL","FL",10,10
"3856","FL","FL",10,10
"3857","FL","FL",10,10
"3858","FL","FL",10,10
"3859","FL","FL",10,10
"3860","FL","FL",10,10
"3861","FL","FL",10,10
"3862","FL","FL",10,10
"3863","FL","FL",10,10
"3864","FL","FL",10,10
"3865","FL","FL",10,10
"3866","FL","FL",10,10
"3867","FL","FL",10,10
"3868","FL","FL",10,10
"3869","FL","FL",10,10
"3870","FL","FL",10,10
"3871","FL","FL",10,10
"3872","FL","FL",10,10
"3873","FL","FL",10,10
"3874","FL","FL",10,10
"3875","FL","FL",10,10
"3876","FL","FL",10,10
"3877","FL","FL",10,10
"3878","FL","FL",10,10
"3879","FL","FL",10,10
"3880","FL","FL",10,10
"3881","FL","FL",10,10
"3882","FL","FL",10,10
"3883","FL","FL",10,10
"3884","FL","FL",10,10
"3885","FL","FL",10,10
"3886","FL","FL",10,10
"3887","FL","FL",10,10
"3888","FL","FL",10,10
"3889","FL","FL",10,10
"3890","FL","FL",10,10
"3891","FL","FL",10,10
"3892","FL","FL",10,10
"3893","FL","FL",10,10
"3894","FL","FL",10,10
"3895","FL","FL",10,10
"3896","FL","FL",10,10
"3897","FL","FL",10,10
"3898","FL","FL",10,10
"3899","FL","FL",10,10
"3900","FL","FL",10,10
"3901","FL","FL",10,10
"3902","FL","FL",10,10
"3903","FL","FL",10,10
"3904","FL","FL",10,10
"3905","FL","FL",10,10
"3906","FL","FL",10,10
"3907","FL","FL",10,10
"3908","FL","FL",10,10
"3909","FL","FL",10,10
"3910","FL","FL",10,10
"3911","FL","FL",10,10
"3912","FL","FL",10,10
"3913","FL","FL",10,10
"3914","FL","FL",10,10
"3915","FL","FL",10,10
"3916","FL","FL",10,10
"3917","FL","FL",10,10
"3918","FL","FL",10,10
"3919","FL","FL",10,10
"3920","FL","FL",10,10
"3921","FL","FL",10,10
"3922","FL","FL",10,10
"3923","FL","FL",10,10
"3924","FL","FL",10,10
"3925","FL","FL",10,10
"3926","FL","FL",10,10
"3927","FL","FL",10,10
"3928","FL","FL",10,10
"3929","FL","FL",10,10
"3930","FL","FL",10,10
"3931","FL","FL",10,10
"3932","FL","FL",10,10
"3933","FL","FL",10,10
"3934","FL","FL",10,10
"3935","FL","FL",10,10
"3936","FL","FL",10,10
"3937","FL","FL",10,10
"3938","FL","FL",10,10
"3939","FL","FL",10,10
"3940","FL","FL",10,10
"3941","FL","FL",10,10
"3942","FL","FL",10,10
"3943","FL","FL",10,10
"3944","FL","FL",10,10
"3945","FL","FL",10,10
"3946","FL","FL",10,10
"3947","FL","FL",10,10
"3948","FL","FL",10,10
"3949","FL","FL",10,10
"3950","FL","FL",10,10
"3951","FL","FL",10,10
"3952","FL","FL",10,10
"3953","FL","FL",10,10
"3954","FL","FL",10,10
"3955","FL","FL",10,10
"3956","FL","FL",10,10
"3957","FL","FL",10,10
"3958","FL","FL",10,10
"3959","FL","FL",10,10
"3960","FL","FL",10,10
"3961","FL","FL",10,10
"3962","FL","FL",10,10
"3963","FL","FL",10,10
"3964","FL","FL",10,10
"3965","FL","FL",10,10
"3966","FL","FL",10,10
"3967","FL","FL",10,10
"3968","FL","FL",10,10
"3969","FL","FL",10,10
"3970","FL","FL",10,10
"3971","FL","FL",10,10
"3972","FL","FL",10,10
"3973","FL","FL",10,10
"3974","FL","FL",10,10
"3975","FL","FL",10,10
"3976","FL","FL",10,10
"3977","FL","FL",10,10
"3978","FL","FL",10,10
"3979","FL","FL",10,10
"3980","FL","FL",10,10
"3981","FL","FL",10,10
"3982","FL","FL",10,10
"3983","FL","FL",10,10
"3984","FL","FL",10,10
"3985","FL","FL",10,10
"3986","FL","FL",10,10
"3987","FL","FL",10,10
"3988","FL","FL",10,10
"3989","FL","FL",10,10
"3990","FL","FL",10,10
"3991","FL","FL",10,10
"3992","FL","FL",10,10
"3993","FL","FL",10,10
"3994","FL","FL",10,10
"3995","FL","FL",10,10
"3996","FL","FL",10,10
"3997","FL","FL",10,10
"3998","FL","FL",10,10
"3999","FL","FL",10,10
"4000","FL","FL",10,10
"4001","FL","FL",10,10
"4002","FL","FL",10,10
"4003","FL","FL",10,10
"4004","FL","FL",10,10
"4005","FL","FL",10,10
"4006","FL","FL",10,10
"4007","FL","FL",10,10
"4008","FL","FL",10,10
"4009","FL","FL",10,10
"4010","FL","FL",10,10
"4011","FL","FL",10,10
"4012","FL","FL",10,10
"4013","FL","FL",10,10
"4014","FL","FL",10,10
"4015","FL","FL",10,10
"4016","FL","FL",10,10
"4017","FL","FL",10,10
"4018","FL","FL",10,10
"4019","FL","FL",10,10
"4020","FL","FL",10,10
"4021","FL","AL",10,2
"4022","FL","FL",10,10
"4023","FL","FL",10,10
"4024","FL","FL",10,10
"4025","FL","FL",10,10
"4026","FL","FL",10,10
"4027","FL","FL",10,10
"4028","FL","FL",10,10
"4029","FL","FL",10,10
"4030","FL","FL",10,10
"4031","FL","FL",10,10
"4032","FL","FL",10,10
"4033","FL","FL",10,10
"4034","FL","FL",10,10
"4035","FL","FL",10,10
"4036","FL","FL",10,10
"4037","FL","FL",10,10
"4038","FL","FL",10,10
"4039","FL","FL",10,10
"4040","FL","FL",10,10
"4041","FL","FL",10,10
"4042","FL","FL",10,10
"4043","FL","FL",10,10
"4044","FL","FL",10,10
"4045","FL","FL",10,10
"4046","FL","FL",10,10
"4047","FL","FL",10,10
"4048","FL","FL",10,10
"4049","FL","FL",10,10
"4050","FL","FL",10,10
"4051","FL","FL",10,10
"4052","FL","FL",10,10
"4053","FL","FL",10,10
"4054","FL","FL",10,10
"4055","FL","FL",10,10
"4056","FL","FL",10,10
"4057","FL","FL",10,10
"4058","FL","FL",10,10
"4059","FL","FL",10,10
"4060","FL","FL",10,10
"4061","FL","FL",10,10
"4062","FL","FL",10,10
"4063","FL","FL",10,10
"4064","FL","FL",10,10
"4065","FL","FL",10,10
"4066","FL","FL",10,10
"4067","FL","FL",10,10
"4068","FL","FL",10,10
"4069","FL","FL",10,10
"4070","FL","FL",10,10
"4071","FL","FL",10,10
"4072","FL","FL",10,10
"4073","FL","FL",10,10
"4074","FL","FL",10,10
"4075","FL","FL",10,10
"4076","FL","FL",10,10
"4077","FL","FL",10,10
"4078","FL","FL",10,10
"4079","FL","FL",10,10
"4080","FL","FL",10,10
"4081","FL","FL",10,10
"4082","FL","FL",10,10
"4083","FL","FL",10,10
"4084","FL","FL",10,10
"4085","FL","FL",10,10
"4086","FL","FL",10,10
"4087","FL","FL",10,10
"4088","FL","FL",10,10
"4089","FL","FL",10,10
"4090","FL","FL",10,10
"4091","FL","FL",10,10
"4092","FL","FL",10,10
"4093","FL","FL",10,10
"4094","FL","FL",10,10
"4095","FL","FL",10,10
"4096","FL","FL",10,10
"4097","FL","FL",10,10
"4098","FL","FL",10,10
"4099","FL","FL",10,10
"4100","FL","FL",10,10
"4101","FL","FL",10,10
"4102","FL","FL",10,10
"4103","FL","FL",10,10
"4104","FL","FL",10,10
"4105","FL","FL",10,10
"4106","FL","FL",10,10
"4107","FL","FL",10,10
"4108","FL","FL",10,10
"4109","FL","FL",10,10
"4110","FL","FL",10,10
"4111","FL","FL",10,10
"4112","FL","FL",10,10
"4113","FL","FL",10,10
"4114","FL","FL",10,10
"4115","FL","FL",10,10
"4116","FL","FL",10,10
"4117","FL","FL",10,10
"4118","FL","FL",10,10
"4119","FL","FL",10,10
"4120","FL","FL",10,10
"4121","FL","FL",10,10
"4122","FL","FL",10,10
"4123","FL","FL",10,10
"4124","FL","FL",10,10
"4125","FL","FL",10,10
"4126","FL","FL",10,10
"4127","FL","FL",10,10
"4128","FL","FL",10,10
"4129","FL","FL",10,10
"4130","FL","FL",10,10
"4131","FL","FL",10,10
"4132","FL","FL",10,10
"4133","FL","FL",10,10
"4134","FL","FL",10,10
"4135","FL","FL",10,10
"4136","FL","FL",10,10
"4137","FL","FL",10,10
"4138","FL","FL",10,10
"4139","FL","FL",10,10
"4140","FL","FL",10,10
"4141","FL","FL",10,10
"4142","FL","FL",10,10
"4143","FL","FL",10,10
"4144","FL","FL",10,10
"4145","FL","FL",10,10
"4146","FL","FL",10,10
"4147","FL","FL",10,10
"4148","FL","FL",10,10
"4149","FL","FL",10,10
"4150","FL","FL",10,10
"4151","FL","FL",10,10
"4152","FL","FL",10,10
"4153","FL","FL",10,10
"4154","FL","FL",10,10
"4155","FL","FL",10,10
"4156","FL","FL",10,10
"4157","FL","FL",10,10
"4158","FL","FL",10,10
"4159","FL","FL",10,10
"4160","FL","FL",10,10
"4161","FL","FL",10,10
"4162","FL","FL",10,10
"4163","FL","FL",10,10
"4164","FL","FL",10,10
"4165","FL","FL",10,10
"4166","FL","FL",10,10
"4167","FL","FL",10,10
"4168","FL","FL",10,10
"4169","FL","FL",10,10
"4170","FL","FL",10,10
"4171","FL","FL",10,10
"4172","FL","FL",10,10
"4173","FL","FL",10,10
"4174","FL","FL",10,10
"4175","FL","FL",10,10
"4176","FL","FL",10,10
"4177","FL","FL",10,10
"4178","FL","FL",10,10
"4179","FL","FL",10,10
"4180","FL","FL",10,10
"4181","FL","FL",10,10
"4182","FL","FL",10,10
"4183","FL","FL",10,10
"4184","FL","FL",10,10
"4185","FL","FL",10,10
"4186","FL","FL",10,10
"4187","FL","FL",10,10
"4188","FL","FL",10,10
"4189","FL","FL",10,10
"4190","FL","FL",10,10
"4191","FL","FL",10,10
"4192","FL","FL",10,10
"4193","FL","FL",10,10
"4194","FL","FL",10,10
"4195","FL","FL",10,10
"4196","FL","FL",10,10
"4197","FL","FL",10,10
"4198","FL","FL",10,10
"4199","FL","FL",10,10
"4200","FL","FL",10,10
"4201","FL","FL",10,10
"4202","FL","FL",10,10
"4203","FL","FL",10,10
"4204","FL","FL",10,10
"4205","FL","FL",10,10
"4206","FL","FL",10,10
"4207","FL","FL",10,10
"4208","FL","FL",10,10
"4209","FL","FL",10,10
"4210","FL","FL",10,10
"4211","FL","FL",10,10
"4212","FL","FL",10,10
"4213","FL","FL",10,10
"4214","FL","FL",10,10
"4215","FL","FL",10,10
"4216","FL","FL",10,10
"4217","FL","FL",10,10
"4218","FL","FL",10,10
"4219","FL","FL",10,10
"4220","FL","FL",10,10
"4221","FL","FL",10,10
"4222","FL","FL",10,10
"4223","FL","FL",10,10
"4224","FL","FL",10,10
"4225","FL","FL",10,10
"4226","FL","FL",10,10
"4227","FL","FL",10,10
"4228","FL","FL",10,10
"4229","FL","FL",10,10
"4230","FL","FL",10,10
"4231","FL","FL",10,10
"4232","FL","FL",10,10
"4233","FL","FL",10,10
"4234","FL","FL",10,10
"4235","FL","FL",10,10
"4236","FL","FL",10,10
"4237","FL","FL",10,10
"4238","FL","FL",10,10
"4239","FL","FL",10,10
"4240","FL","FL",10,10
"4241","FL","FL",10,10
"4242","FL","FL",10,10
"4243","FL","FL",10,10
"4244","FL","FL",10,10
"4245","FL","FL",10,10
"4246","FL","FL",10,10
"4247","FL","FL",10,10
"4248","FL","FL",10,10
"4249","FL","FL",10,10
"4250","FL","FL",10,10
"4251","FL","FL",10,10
"4252","FL","FL",10,10
"4253","FL","FL",10,10
"4254","FL","FL",10,10
"4255","FL","FL",10,10
"4256","FL","FL",10,10
"4257","FL","FL",10,10
"4258","FL","FL",10,10
"4259","FL","FL",10,10
"4260","FL","FL",10,10
"4261","FL","FL",10,10
"4262","FL","FL",10,10
"4263","FL","FL",10,10
"4264","FL","FL",10,10
"4265","FL","FL",10,10
"4266","FL","FL",10,10
"4267","FL","FL",10,10
"4268","FL","FL",10,10
"4269","FL","FL",10,10
"4270","FL","FL",10,10
"4271","FL","FL",10,10
"4272","FL","FL",10,10
"4273","FL","FL",10,10
"4274","FL","FL",10,10
"4275","FL","FL",10,10
"4276","FL","FL",10,10
"4277","FL","FL",10,10
"4278","FL","FL",10,10
"4279","FL","FL",10,10
"4280","FL","FL",10,10
"4281","FL","FL",10,10
"4282","FL","FL",10,10
"4283","FL","FL",10,10
"4284","FL","FL",10,10
"4285","FL","FL",10,10
"4286","FL","FL",10,10
"4287","FL","FL",10,10
"4288","FL","FL",10,10
"4289","FL","FL",10,10
"4290","FL","FL",10,10
"4291","FL","FL",10,10
"4292","FL","FL",10,10
"4293","FL","FL",10,10
"4294","FL","FL",10,10
"4295","FL","FL",10,10
"4296","FL","FL",10,10
"4297","FL","FL",10,10
"4298","FL","FL",10,10
"4299","FL","FL",10,10
"4300","FL","FL",10,10
"4301","FL","FL",10,10
"4302","FL","FL",10,10
"4303","FL","FL",10,10
"4304","FL","FL",10,10
"4305","FL","FL",10,10
"4306","FL","FL",10,10
"4307","FL","FL",10,10
"4308","FL","FL",10,10
"4309","FL","FL",10,10
"4310","FL","FL",10,10
"4311","FL","FL",10,10
"4312","FL","FL",10,10
"4313","FL","FL",10,10
"4314","FL","FL",10,10
"4315","FL","FL",10,10
"4316","FL","FL",10,10
"4317","FL","FL",10,10
"4318","FL","FL",10,10
"4319","FL","FL",10,10
"4320","FL","FL",10,10
"4321","FL","FL",10,10
"4322","FL","FL",10,10
"4323","FL","FL",10,10
"4324","FL","FL",10,10
"4325","FL","FL",10,10
"4326","FL","FL",10,10
"4327","FL","FL",10,10
"4328","FL","FL",10,10
"4329","FL","FL",10,10
"4330","FL","FL",10,10
"4331","FL","FL",10,10
"4332","FL","FL",10,10
"4333","FL","FL",10,10
"4334","FL","FL",10,10
"4335","FL","FL",10,10
"4336","FL","FL",10,10
"4337","FL","FL",10,10
"4338","FL","FL",10,10
"4339","FL","FL",10,10
"4340","FL","FL",10,10
"4341","FL","FL",10,10
"4342","FL","FL",10,10
"4343","FL","FL",10,10
"4344","FL","FL",10,10
"4345","FL","FL",10,10
"4346","FL","FL",10,10
"4347","FL","FL",10,10
"4348","FL","FL",10,10
"4349","FL","FL",10,10
"4350","FL","FL",10,10
"4351","FL","FL",10,10
"4352","FL","FL",10,10
"4353","FL","FL",10,10
"4354","FL","FL",10,10
"4355","FL","FL",10,10
"4356","FL","FL",10,10
"4357","FL","FL",10,10
"4358","FL","FL",10,10
"4359","FL","FL",10,10
"4360","FL","FL",10,10
"4361","FL","FL",10,10
"4362","FL","FL",10,10
"4363","FL","FL",10,10
"4364","FL","FL",10,10
"4365","FL","FL",10,10
"4366","FL","FL",10,10
"4367","FL","FL",10,10
"4368","FL","FL",10,10
"4369","FL","FL",10,10
"4370","FL","FL",10,10
"4371","FL","FL",10,10
"4372","FL","FL",10,10
"4373","FL","FL",10,10
"4374","FL","FL",10,10
"4375","FL","FL",10,10
"4376","FL","FL",10,10
"4377","FL","FL",10,10
"4378","FL","FL",10,10
"4379","FL","FL",10,10
"4380","FL","FL",10,10
"4381","FL","FL",10,10
"4382","FL","FL",10,10
"4383","FL","FL",10,10
"4384","FL","FL",10,10
"4385","FL","FL",10,10
"4386","FL","FL",10,10
"4387","FL","FL",10,10
"4388","FL","FL",10,10
"4389","FL","FL",10,10
"4390","FL","FL",10,10
"4391","FL","FL",10,10
"4392","FL","FL",10,10
"4393","FL","FL",10,10
"4394","FL","FL",10,10
"4395","FL","FL",10,10
"4396","FL","FL",10,10
"4397","FL","FL",10,10
"4398","FL","FL",10,10
"4399","FL","FL",10,10
"4400","FL","FL",10,10
"4401","FL","FL",10,10
"4402","FL","FL",10,10
"4403","FL","FL",10,10
"4404","FL","FL",10,10
"4405","FL","FL",10,10
"4406","FL","FL",10,10
"4407","FL","FL",10,10
"4408","FL","FL",10,10
"4409","FL","FL",10,10
"4410","FL","FL",10,10
"4411","FL","FL",10,10
"4412","FL","FL",10,10
"4413","FL","FL",10,10
"4414","FL","FL",10,10
"4415","FL","FL",10,10
"4416","FL","FL",10,10
"4417","FL","FL",10,10
"4418","FL","FL",10,10
"4419","FL","FL",10,10
"4420","FL","FL",10,10
"4421","FL","FL",10,10
"4422","FL","FL",10,10
"4423","FL","FL",10,10
"4424","FL","FL",10,10
"4425","FL","FL",10,10
"4426","FL","FL",10,10
"4427","FL","FL",10,10
"4428","FL","FL",10,10
"4429","FL","FL",10,10
"4430","FL","FL",10,10
"4431","FL","FL",10,10
"4432","FL","FL",10,10
"4433","FL","FL",10,10
"4434","FL","FL",10,10
"4435","FL","FL",10,10
"4436","FL","FL",10,10
"4437","FL","FL",10,10
"4438","FL","FL",10,10
"4439","FL","FL",10,10
"4440","FL","FL",10,10
"4441","FL","FL",10,10
"4442","FL","FL",10,10
"4443","FL","FL",10,10
"4444","FL","FL",10,10
"4445","FL","FL",10,10
"4446","FL","FL",10,10
"4447","FL","FL",10,10
"4448","FL","FL",10,10
"4449","FL","FL",10,10
"4450","FL","FL",10,10
"4451","FL","FL",10,10
"4452","FL","FL",10,10
"4453","FL","FL",10,10
"4454","FL","FL",10,10
"4455","FL","FL",10,10
"4456","FL","FL",10,10
"4457","FL","FL",10,10
"4458","FL","FL",10,10
"4459","FL","FL",10,10
"4460","FL","FL",10,10
"4461","FL","FL",10,10
"4462","FL","FL",10,10
"4463","FL","FL",10,10
"4464","FL","FL",10,10
"4465","FL","FL",10,10
"4466","FL","FL",10,10
"4467","FL","FL",10,10
"4468","FL","FL",10,10
"4469","FL","FL",10,10
"4470","FL","FL",10,10
"4471","FL","FL",10,10
"4472","FL","FL",10,10
"4473","FL","FL",10,10
"4474","FL","FL",10,10
"4475","FL","FL",10,10
"4476","FL","FL",10,10
"4477","FL","FL",10,10
"4478","FL","FL",10,10
"4479","FL","FL",10,10
"4480","FL","FL",10,10
"4481","FL","FL",10,10
"4482","FL","FL",10,10
"4483","FL","FL",10,10
"4484","FL","FL",10,10
"4485","FL","FL",10,10
"4486","FL","FL",10,10
"4487","FL","FL",10,10
"4488","FL","FL",10,10
"4489","FL","FL",10,10
"4490","FL","FL",10,10
"4491","FL","FL",10,10
"4492","FL","FL",10,10
"4493","FL","FL",10,10
"4494","FL","FL",10,10
"4495","FL","FL",10,10
"4496","FL","FL",10,10
"4497","FL","FL",10,10
"4498","FL","FL",10,10
"4499","FL","FL",10,10
"4500","FL","FL",10,10
"4501","FL","FL",10,10
"4502","FL","FL",10,10
"4503","FL","FL",10,10
"4504","FL","FL",10,10
"4505","FL","FL",10,10
"4506","FL","FL",10,10
"4507","FL","FL",10,10
"4508","FL","FL",10,10
"4509","FL","FL",10,10
"4510","FL","FL",10,10
"4511","FL","FL",10,10
"4512","FL","FL",10,10
"4513","FL","AL",10,2
"4514","FL","FL",10,10
"4515","FL","FL",10,10
"4516","FL","FL",10,10
"4517","FL","FL",10,10
"4518","FL","FL",10,10
"4519","FL","FL",10,10
"4520","FL","FL",10,10
"4521","FL","FL",10,10
"4522","FL","FL",10,10
"4523","FL","FL",10,10
"4524","FL","FL",10,10
"4525","FL","FL",10,10
"4526","FL","FL",10,10
"4527","FL","FL",10,10
"4528","FL","FL",10,10
"4529","FL","FL",10,10
"4530","FL","FL",10,10
"4531","FL","FL",10,10
"4532","FL","FL",10,10
"4533","FL","FL",10,10
"4534","FL","FL",10,10
"4535","FL","FL",10,10
"4536","FL","FL",10,10
"4537","FL","FL",10,10
"4538","FL","FL",10,10
"4539","FL","FL",10,10
"4540","FL","FL",10,10
"4541","FL","FL",10,10
"4542","FL","FL",10,10
"4543","FL","FL",10,10
"4544","FL","FL",10,10
"4545","FL","FL",10,10
"4546","FL","FL",10,10
"4547","FL","FL",10,10
"4548","FL","FL",10,10
"4549","FL","FL",10,10
"4550","FL","FL",10,10
"4551","FL","FL",10,10
"4552","FL","FL",10,10
"4553","FL","FL",10,10
"4554","FL","FL",10,10
"4555","FL","FL",10,10
"4556","FL","FL",10,10
"4557","FL","FL",10,10
"4558","FL","FL",10,10
"4559","FL","FL",10,10
"4560","FL","FL",10,10
"4561","FL","FL",10,10
"4562","FL","FL",10,10
"4563","FL","FL",10,10
"4564","FL","FL",10,10
"4565","FL","FL",10,10
"4566","FL","FL",10,10
"4567","FL","FL",10,10
"4568","FL","FL",10,10
"4569","FL","FL",10,10
"4570","FL","FL",10,10
"4571","FL","FL",10,10
"4572","FL","FL",10,10
"4573","FL","FL",10,10
"4574","FL","FL",10,10
"4575","FL","FL",10,10
"4576","FL","FL",10,10
"4577","FL","FL",10,10
"4578","FL","FL",10,10
"4579","FL","FL",10,10
"4580","FL","FL",10,10
"4581","FL","FL",10,10
"4582","FL","FL",10,10
"4583","FL","FL",10,10
"4584","FL","FL",10,10
"4585","FL","FL",10,10
"4586","FL","FL",10,10
"4587","FL","FL",10,10
"4588","FL","FL",10,10
"4589","FL","FL",10,10
"4590","FL","FL",10,10
"4591","FL","FL",10,10
"4592","FL","FL",10,10
"4593","FL","FL",10,10
"4594","FL","FL",10,10
"4595","FL","FL",10,10
"4596","FL","FL",10,10
"4597","FL","FL",10,10
"4598","FL","FL",10,10
"4599","FL","FL",10,10
"4600","FL","FL",10,10
"4601","FL","FL",10,10
"4602","FL","FL",10,10
"4603","FL","FL",10,10
"4604","FL","FL",10,10
"4605","FL","FL",10,10
"4606","FL","FL",10,10
"4607","FL","FL",10,10
"4608","FL","FL",10,10
"4609","FL","FL",10,10
"4610","FL","FL",10,10
"4611","FL","FL",10,10
"4612","FL","FL",10,10
"4613","FL","FL",10,10
"4614","FL","FL",10,10
"4615","FL","FL",10,10
"4616","FL","FL",10,10
"4617","FL","FL",10,10
"4618","FL","FL",10,10
"4619","FL","FL",10,10
"4620","FL","FL",10,10
"4621","FL","FL",10,10
"4622","FL","FL",10,10
"4623","FL","FL",10,10
"4624","FL","FL",10,10
"4625","FL","FL",10,10
"4626","FL","FL",10,10
"4627","FL","FL",10,10
"4628","FL","FL",10,10
"4629","FL","FL",10,10
"4630","FL","FL",10,10
"4631","FL","FL",10,10
"4632","FL","FL",10,10
"4633","FL","FL",10,10
"4634","FL","FL",10,10
"4635","FL","FL",10,10
"4636","FL","FL",10,10
"4637","FL","FL",10,10
"4638","FL","FL",10,10
"4639","FL","FL",10,10
"4640","FL","FL",10,10
"4641","FL","FL",10,10
"4642","FL","FL",10,10
"4643","FL","FL",10,10
"4644","FL","FL",10,10
"4645","GA","FL",11,10
"4646","GA","FL",11,10
"4647","GA","GA",11,11
"4648","GA","GA",11,11
"4649","GA","GA",11,11
"4650","GA","GA",11,11
"4651","GA","GA",11,11
"4652","GA","GA",11,11
"4653","GA","GA",11,11
"4654","GA","GA",11,11
"4655","GA","GA",11,11
"4656","GA","GA",11,11
"4657","GA","FL",11,10
"4658","GA","FL",11,10
"4659","GA","FL",11,10
"4660","GA","FL",11,10
"4661","GA","FL",11,10
"4662","GA","FL",11,10
"4663","GA","FL",11,10
"4664","GA","FL",11,10
"4665","GA","FL",11,10
"4666","GA","FL",11,10
"4667","GA","FL",11,10
"4668","GA","FL",11,10
"4669","GA","FL",11,10
"4670","GA","FL",11,10
"4671","GA","FL",11,10
"4672","GA","FL",11,10
"4673","GA","FL",11,10
"4674","GA","FL",11,10
"4675","GA","FL",11,10
"4676","GA","FL",11,10
"4677","GA","FL",11,10
"4678","GA","FL",11,10
"4679","GA","FL",11,10
"4680","GA","FL",11,10
"4681","GA","FL",11,10
"4682","GA","FL",11,10
"4683","GA","FL",11,10
"4684","GA","FL",11,10
"4685","GA","FL",11,10
"4686","GA","FL",11,10
"4687","GA","FL",11,10
"4688","GA","FL",11,10
"4689","GA","FL",11,10
"4690","GA","FL",11,10
"4691","GA","FL",11,10
"4692","GA","FL",11,10
"4693","GA","GA",11,11
"4694","GA","GA",11,11
"4695","GA","GA",11,11
"4696","GA","GA",11,11
"4697","GA","GA",11,11
"4698","GA","GA",11,11
"4699","GA","GA",11,11
"4700","GA","GA",11,11
"4701","GA","GA",11,11
"4702","GA","GA",11,11
"4703","GA","GA",11,11
"4704","GA","GA",11,11
"4705","GA","GA",11,11
"4706","GA","GA",11,11
"4707","GA","GA",11,11
"4708","GA","GA",11,11
"4709","GA","GA",11,11
"4710","GA","GA",11,11
"4711","GA","GA",11,11
"4712","GA","GA",11,11
"4713","GA","GA",11,11
"4714","GA","GA",11,11
"4715","GA","GA",11,11
"4716","GA","GA",11,11
"4717","GA","GA",11,11
"4718","GA","GA",11,11
"4719","GA","GA",11,11
"4720","GA","GA",11,11
"4721","GA","GA",11,11
"4722","GA","GA",11,11
"4723","GA","GA",11,11
"4724","GA","GA",11,11
"4725","GA","GA",11,11
"4726","GA","GA",11,11
"4727","GA","GA",11,11
"4728","GA","GA",11,11
"4729","GA","GA",11,11
"4730","GA","GA",11,11
"4731","GA","GA",11,11
"4732","GA","GA",11,11
"4733","GA","GA",11,11
"4734","GA","GA",11,11
"4735","GA","GA",11,11
"4736","GA","GA",11,11
"4737","GA","GA",11,11
"4738","GA","GA",11,11
"4739","GA","GA",11,11
"4740","GA","GA",11,11
"4741","GA","FL",11,10
"4742","GA","FL",11,10
"4743","GA","FL",11,10
"4744","GA","FL",11,10
"4745","GA","FL",11,10
"4746","GA","FL",11,10
"4747","GA","FL",11,10
"4748","GA","FL",11,10
"4749","GA","FL",11,10
"4750","GA","FL",11,10
"4751","GA","FL",11,10
"4752","GA","FL",11,10
"4753","GA","FL",11,10
"4754","GA","FL",11,10
"4755","GA","FL",11,10
"4756","GA","FL",11,10
"4757","GA","FL",11,10
"4758","GA","FL",11,10
"4759","GA","FL",11,10
"4760","GA","FL",11,10
"4761","GA","FL",11,10
"4762","GA","FL",11,10
"4763","GA","FL",11,10
"4764","GA","FL",11,10
"4765","GA","GA",11,11
"4766","GA","GA",11,11
"4767","GA","GA",11,11
"4768","GA","GA",11,11
"4769","GA","GA",11,11
"4770","GA","GA",11,11
"4771","GA","GA",11,11
"4772","GA","GA",11,11
"4773","GA","GA",11,11
"4774","GA","GA",11,11
"4775","GA","GA",11,11
"4776","GA","GA",11,11
"4777","GA","GA",11,11
"4778","GA","GA",11,11
"4779","GA","GA",11,11
"4780","GA","GA",11,11
"4781","GA","GA",11,11
"4782","GA","GA",11,11
"4783","GA","GA",11,11
"4784","GA","GA",11,11
"4785","GA","GA",11,11
"4786","GA","GA",11,11
"4787","GA","GA",11,11
"4788","GA","GA",11,11
"4789","GA","FL",11,10
"4790","GA","FL",11,10
"4791","GA","FL",11,10
"4792","GA","FL",11,10
"4793","GA","FL",11,10
"4794","GA","FL",11,10
"4795","GA","FL",11,10
"4796","GA","FL",11,10
"4797","GA","FL",11,10
"4798","GA","FL",11,10
"4799","GA","FL",11,10
"4800","GA","FL",11,10
"4801","GA","FL",11,10
"4802","GA","FL",11,10
"4803","GA","FL",11,10
"4804","GA","FL",11,10
"4805","GA","FL",11,10
"4806","GA","FL",11,10
"4807","GA","FL",11,10
"4808","GA","FL",11,10
"4809","GA","FL",11,10
"4810","GA","FL",11,10
"4811","GA","FL",11,10
"4812","GA","FL",11,10
"4813","GA","GA",11,11
"4814","GA","GA",11,11
"4815","GA","GA",11,11
"4816","GA","GA",11,11
"4817","GA","GA",11,11
"4818","GA","GA",11,11
